"","species"
"3718","Securigera varia (L.) Lassen"
"3719","Mosla dianthera (Buch.-Ham. ex Roxb.) Maxim."
"3720","Acalypha ostryifolia Riddell"
"3721","Ranunculus parviflorus L."
"3722","Arctium minus Bernh."
"3723","Valerianella radiata (L.) Dufr."
"3724","Triticum aestivum L."
"3725","Gordonia lasianthus (L.) Ellis"
"3726","Tillandsia bartramii Elliott"
"3727","Lyonia lucida (Lam.) K. Koch"
"3728","Ilex coriacea (Pursh) Chapm."
"3729","Lyonia ferruginea (Walter) Nutt."
"3730","Osmanthus americanus (L.) Benth. & Hook. f. ex A. Gray var. americanus"
"3731","Aeschynomene viscidula Michx."
"3732","Astranthium integrifolium (Michx.) Nutt. ssp. integrifolium"
"3733","Chapmannia floridana Torr. & A. Gray"
"3734","Eryngium aromaticum Baldw."
"3735","Hieracium megacephalon Nash"
"3736","Arnoglossum floridanum (A. Gray) H. Rob."
"3737","Carphephorus corymbosus (Nutt.) Torr. & A. Gray"
"3738","Schizachyrium scoparium (Michx.) Nash var. scoparium"
"3739","Rhynchospora cephalantha A. Gray"
"3740","Stipulicida setacea Michx."
"3741","Stenotaphrum secundatum (Walter) Kuntze"
"3742","Aristida condensata Chapm."
"3743","Cupressaceae sp."
"3744","Cyperus planifolius Rich."
"3745","Ruellia caroliniensis (J.F. Gmel.) Steud. ssp. ciliosa (Pursh) R.W. Long"
"3746","Andropogon ternarius Michx. var. ternarius"
"3747","Eragrostis pectinacea (Michx.) Nees ex Steud. var. miserrima (Fourn.) J. Reeder"
"3748","Sabal etonia Swingle ex Nash"
"3749","Dichanthelium ovale (Elliott) Gould & C.A. Clark var. ovale"
"3750","Cladium mariscus (L.) Pohl"
"3751","Chionanthus ligustrinus (Sw.) Pers."
"3752","Lithospermum viride Greene"
"3753","Rhexia virginica L."
"3754","Microseris nutans (Hook.) Sch. Bip."
"3755","Callisia rosea (Vent.) D.R. Hunt"
"3756","Sabal palmetto (Walter) Lodd. ex Schult. & Schult. f."
"3757","Berlandiera subacaulis (Nutt.) Nutt."
"3758","Amphicarpum sp."
"3759","Solidago sempervirens L."
"3760","Polanisia tenuifolia Torr. & A. Gray"
"3761","Anulocaulis leiosolenus (Torr.) Standl. var. gypsogenus (Waterf.) Spellenb. & T. Wooten"
"3762","Croton argenteus L."
"3763","Phoebanthus grandiflorus (Torr. & A. Gray) S.F. Blake"
"3764","Bacopa caroliniana (Walter) B.L. Rob."
"3765","Vitex rotundifolia L. f."
"3766","Tephrosia chrysophylla Pursh"
"3767","Quercus ×neopalmeri Sudw. ex Palmer"
"3768","Smilax ecirrhata (Engelm. ex Kunth) S. Watson"
"3769","Monotropa sp."
"3770","Pterocaulon sp."
"3771","Phoebanthus sp."
"3772","Solidago odora Aiton var. chapmanii (A. Gray) Cronquist"
"3773","Eryngium aquaticum L."
"3774","Aristida floridana (Chapm.) Vasey"
"3775","Aristida purpurascens Poir. var. purpurascens"
"3776","Stylisma patens (Desr.) Myint ssp. patens"
"3777","Piriqueta cistoides (L.) Griseb. ssp. caroliniana (Walter) Arbo"
"3778","Ilex myrtifolia Walter"
"3779","Andropogon glaucopsis Elliott"
"3780","Polygonella polygama (Vent.) Engelm. & A. Gray"
"3781","Utricularia sp."
"3782","Lycopodiella prostrata (Harper) Cranfill"
"3783","Cryptantha pusilla (Torr. & A. Gray) Greene"
"3784","Andropogon glomeratus (Walter) Britton, Sterns & Poggenb."
"3785","Balduina angustifolia (Pursh) B.L. Rob."
"3786","Erythronium sp."
"3787","Pectis papposa Harv. & A. Gray"
"3788","Aristida mohrii Nash"
"3789","Eryngium sp."
"3790","Aristida gyrans Chapm."
"3791","Tectaria sp."
"3792","Quercus chapmanii Sarg."
"3793","Selaginella viridissima Weath."
"3794","Streptanthus carinatus C. Wright ex A. Gray"
"3795","Leontodon hispidus L."
"3796","Andropogon brachystachyus Chapm."
"3797","Anacardiaceae sp."
"3798","Quercus imbricaria Michx."
"3799","Evolvulus sericeus Sw."
"3800","Physalis arenicola Kearney"
"3801","Balduina sp."
"3802","Aristida palustris (Chapm.) Vasey"
"3803","Digitaria longiflora (Retz.) Pers."
"3804","Pityopsis aspera (Shuttlw. ex Small) Small var. aspera"
"3805","Asclepias tomentosa Elliott"
"3806","Rhynchospora glomerata (L.) Vahl"
"3807","Aristida spp."
"3808","Dalea pinnata (J.F. Gmel.) Barneby var. pinnata"
"3809","Palafoxia sp."
"3810","Triplasis sp."
"3811","Carex bromoides Schkuhr ex Willd."
"3812","Ludwigia peruviana (L.) H. Hara"
"3813","Peltandra virginica (L.) Schott"
"3814","Decodon verticillatus (L.) Elliott"
"3815","Pontederia cordata L."
"3816","Osmundaceae sp."
"3817","Decodon sp."
"3818","Acourtia runcinata (Lag. ex D. Don) B.L. Turner"
"3819","Dryopteridaceae sp."
"3820","Delphinium carolinianum Walter ssp. virescens (Nutt.) R.E. Brooks"
"3821","Cayaponia americana (Lam.) Cogn."
"3822","Loganiaceae sp."
"3823","Persea sp."
"3824","Habenaria repens Nutt."
"3825","Blechnaceae sp."
"3826","Centella erecta (L. f.) Fernald"
"3827","Ceratiola sp."
"3828","Tibouchina urvilleana (DC.) Cogn."
"3829","Pleopeltis polypodioides (L.) Andrews & Windham ssp. michauxiana (Weath.) Andrews & Windham"
"3830","Hypoxis curtissii Rose"
"3831","Bejaria racemosa Vent."
"3832","Phlox maculata L."
"3833","Amphicarpum muehlenbergianum (Schult.) Hitchc."
"3834","Smilacaceae sp."
"3835","Lachnanthes sp."
"3836","Panicum spp."
"3837","Eupatorium spp."
"3838","Paronychia americana (Nutt.) Fenzl ex Walp."
"3839","Drosera capillaris Poir."
"3840","Polygala rugelii Shuttlw. ex Chapm."
"3841","Rhexia nuttallii C.W. James"
"3842","Syngonanthus flavidulus (Michx.) Ruhl."
"3843","Xyris caroliniana Walter"
"3844","Conyza canadensis (L.) Cronquist var. pusilla (Nutt.) Cronquist"
"3845","Crotalaria lanceolata E. Mey."
"3846","Lachnocaulon anceps (Walter) Morong"
"3847","Aristida spiciformis Elliott"
"3848","Centella asiatica (L.) Urb."
"3849","Xyris smalliana Nash"
"3850","Fimbristylis dichotoma (L.) Vahl"
"3851","Aeschynomene sp."
"3852","Phialanthus grandifolius Alain"
"3853","Capparis incana Kunth"
"3854","Tradescantia roseolens Small"
"3855","Cryptantha flaccida (Douglas ex Lehm.) Greene"
"3856","Sporobolus compositus (Poir.) Merr. var. compositus"
"3857","Pittosporum crassifolium Banks & Sol. ex A. Cunn."
"3858","Cyperus lecontei Torr. ex Steud."
"3859","Vaccinium fuscatum Aiton"
"3860","Pinus remota (Little) D.K. Bailey & Hawksw."
"3861","Limnophila ×ludoviciana Thieret"
"3862","Lycopus asper Greene"
"3863","Xyris drummondii Malme"
"3864","Ceanothus connivens Greene"
"3865","Nymphaea odorata Aiton"
"3866","Hypericum tetrapetalum Lam."
"3867","Euphorbia brachycera Engelm."
"3868","Nymphaeaceae sp."
"3869","Hypochaeris brasiliensis (Less.) Benth. & Hook. ex Griseb."
"3870","Brasenia sp."
"3871","Nymphaea sp."
"3872","Lachnocaulon minus (Chapm.) Small"
"3873","Oldenlandia sp."
"3874","Hypericum fasciculatum Lam."
"3875","Pluchea rosea Godfrey"
"3876","Ludwigia leptocarpa (Nutt.) H. Hara"
"3877","Ludwigia virgata Michx."
"3878","Linum carteri Small var. smallii C.M. Rogers"
"3879","Hypericum tenuifolium Pursh"
"3880","Aureolaria flava (L.) Farw. var. flava"
"3881","Ludwigia suffruticosa Walter"
"3882","Asimina obovata (Willd.) Nash"
"3883","Rhabdadenia biflora (Jacq.) Müll. Arg."
"3884","Cladium mariscoides (Muhl.) Torr."
"3885","Calochortus greenei S. Watson"
"3886","Callisia ornata (Small) G. Tucker"
"3887","Liatris tenuifolia Nutt. var. quadriflora Chapm."
"3888","Polygonella gracilis Meisn."
"3889","Rhynchospora harperi Small"
"3890","Cyperus difformis L."
"3891","Triplasis americana P. Beauv."
"3892","Crataegus ×puberis Sarg. (pro sp.)"
"3893","Capparaceae sp."
"3894","Polygonella sp."
"3895","Stachys palustris L."
"3896","Triantha racemosa (Walter) Small"
"3897","Callisia sp."
"3898","Chamaesyce florida (Engelm.) Millsp."
"3899","Paronychia patula Shinners"
"3900","Euthamia sp."
"3901","Chapmannia sp."
"3902","Centaurea eriophora L."
"3903","Bulbostylis spp."
"3904","Pentagramma pallida (Weath.) Yatsk., Windham & E. Wollenw."
"3905","Calopogon sp."
"3906","Aristolochiaceae sp."
"3907","Tetrazygia sp."
"3908","Vicia floridana S. Watson"
"3909","Dicoria canescens A. Gray ssp. canescens"
"3910","Xyris sp."
"3911","Argythamnia serrata (Torr.) Müll. Arg."
"3912","Pseudocrossidium obtusulum (Lindb.) H.A. Crum & L.E. Anderson"
"3913","Diospyros digyna Jacq."
"3914","Syngonanthus sp."
"3915","Xyris baldwiniana Schult."
"3916","Eleocharis spp."
"3917","Fuirena scirpoidea Michx."
"3918","Pluchea foetida (L.) DC."
"3919","Brasenia schreberi J.F. Gmel."
"3920","Gratiola hispida (Benth. ex Lindl.) Pollard"
"3921","Rhexia spp."
"3922","Eriocaulon compressum Lam."
"3923","Mayaca fluviatilis Aubl."
"3924","Sagittaria sp."
"3925","Leersia hexandra Sw."
"3926","Xyris brevifolia Michx."
"3927","Ludwigia maritima Harper"
"3928","Fuirena longa Chapm."
"3929","Ludwigia repens J.R. Forst."
"3930","Ludwigia arcuata Walter"
"3931","Eriocaulaceae sp."
"3932","Polygala cymosa Walter"
"3933","Portulaca sp."
"3934","Eriocaulon sp."
"3935","Ludwigia microcarpa Michx."
"3936","Amianthium muscitoxicum (Walter) A. Gray"
"3937","Mayaca sp."
"3938","Utricularia purpurea Walter"
"3939","Xyris spp."
"3940","Aristida purpurascens Poir. var. tenuispica (Hitchc.) Allred"
"3941","Cibotium glaucum (Sm.) Hook. & Arn."
"3942","Coprosma sp."
"3943","Rubus hawaiensis A. Gray"
"3944","Asplenium polyodon G. Forst."
"3945","Lepisorus thunbergianus (Kaulf.) Ching"
"3946","Peperomia sp."
"3947","Polypodium pellucidum Kaulf. var. pellucidum"
"3948","Vaccinium calycinum Sm."
"3949","Dryopteris wallichiana (Spreng.) Hyl."
"3950","Alyxia stellata (J.R. Forst. & G. Forst.) Roem. & Schult."
"3951","Carex alligata Boott"
"3952","Cheirodendron trigynum (Gaudich.) A. Heller"
"3953","Coprosma ochracea W.R.B. Oliv."
"3954","Elaphoglossum hirtum (Sw.) C. Chr."
"3955","Elaphoglossum wawrae (Luerss.) C. Chr."
"3956","Ilex anomala Hook. & Arn."
"3957","Metrosideros polymorpha Gaudich."
"3958","Myrsine lessertiana A. DC."
"3959","Styphelia tameiameiae (Cham. & Schltdl.) F. Muell."
"3960","Uncinia uncinata (L. f.) Kük."
"3961","Microlaena stipoides (Labill.) R. Br."
"3962","Adenophorus tripinnatifidus Gaudich."
"3963","Melicope sp."
"3964","Myoporum sandwicense (A. DC.) A. Gray"
"3965","Adenophorus tamariscinus (Kaulf.) Hook. & Grev."
"3966","Athyrium microphyllum (J. Sm.) Alston"
"3967","Cibotium menziesii Hook."
"3968","Dryopteris glabra (Brack.) Kuntze"
"3969","Sadleria pallida Hook. & Arn."
"3970","Vaccinium reticulatum Sm."
"3971","Ctenitis latifrons (Brack.) Copeland"
"3972","Nothoperanema rubiginosum (Brack.) A.R. Sm. & D. Palmer"
"3973","Dichanthelium hillebrandianum (Hitchc.) C.A. Clark & Gould"
"3974","Coprosma ernodeoides A. Gray"
"3975","Eragrostis cumingii Steud."
"3976","Deschampsia nubigena Hillebr."
"3977","Lycopodiella cernua (L.) Pic. Serm. var. cernua"
"3978","Morelotia gahniiformis Gaudich."
"3979","Oreobolus furcatus H. Mann"
"3980","Coprosma montana Hillebr."
"3981","Rhynchospora chinensis Nees & Meyen"
"3982","Dicranopteris linearis (Burm.) Underw."
"3983","Grammitis hookeri (Brack.) Copeland"
"3984","Elaphoglossum crassifolium (Gaudich.) W.R. Anderson & Crosby"
"3985","Dodonaea viscosa (L.) Jacq."
"3986","Carex wahuensis C.A. Mey."
"3987","Odontosoria chinensis (L.) J. Sm."
"3988","Psidium cattleianum Sabine"
"3989","Sadleria cyatheoides Kaulf."
"3990","Sadleria souleyetiana (Gaudich.) T. Moore"
"3991","Stenogyne calaminthoides A. Gray"
"3992","Sticherus owhyensis (Hook.) Ching"
"3993","Wikstroemia sandwicensis Meisn."
"3994","Cyrtandra paludosa Gaudich."
"3995","Myrsine sandwicensis A. DC."
"3996","Psychotria hawaiiensis (A. Gray) Fosberg"
"3997","Selaginella arbuscula (Kaulf.) Spring"
"3998","Trichomanes davallioides Gaudich."
"3999","Astelia menziesiana Sm."
"4000","Hedyotis terminalis (Hook. & Arn.) W.L. Wagner & D.R. Herbst"
"4001","Hymenophyllum lanceolatum Hook. & Arn."
"4002","Hymenophyllum recurvum Gaudich."
"4003","Broussaisia arguta Gaudich."
"4004","Elaphoglossum alatum Gaudich. var. parvisquamaeum (Skottsb.) W.R. Anderson & Crosby"
"4005","Freycinetia arborea Gaudich."
"4006","Pneumatopteris sandwicensis (Brack.) Holttum"
"4007","Psilotum complanatum Sw."
"4008","Cyrtandra platyphylla A. Gray"
"4009","Thelypteris parasitica (L.) Fosberg"
"4010","Arundina graminifolia (D. Don) Hochr."
"4011","Cyrtandra lysiosepala (A. Gray) C.B. Clarke"
"4012","Sadleria sp."
"4013","Labordia hedyosmifolia Baill."
"4014","Trichomanes bauerianum Endl."
"4015","Cyrtandra sp."
"4016","Diplazium sandwichianum (C. Presl) Diels"
"4017","Melicope clusiifolia (A. Gray) T.G. Hartley & B.C. Stone"
"4018","Adenophorus sp."
"4019","Adenophorus hymenophylloides (Kaulf.) Hook. & Grev."
"4020","Clermontia parviflora Gaudich. ex A. Gray"
"4021","Cyanea floribunda E. Wimm."
"4022","Marattia douglasii (C. Presl) Baker"
"4023","Grammitis tenella Kaulf."
"4024","Asplenium aethiopicum (N.L. Burm.) Bech."
"4025","Lellingeria saffordii (Maxon) A.R. Sm. & R.C. Moran"
"4026","Clermontia montis-loa Rock"
"4027","Dryopteris sandwicensis (Hook. & Arn.) C. Chr."
"4028","Coprosma granadensis (L. f.) Heads"
"4029","Clermontia sp."
"4030","Eurya sandwicensis A. Gray"
"4031","Melicope radiata (H. St. John) T.G. Hartley & B.C. Stone"
"4032","Cyanea sp."
"4033","Cyperus trinervis R. Br."
"4034","Phaius tancarvilleae (Banks ex L'Hér.) Blume"
"4035","Smilax melastomifolia Sm."
"4036","Rubus rosifolius Sm."
"4037","Rubus ellipticus Sm."
"4038","Tibouchina herbacea (DC.) Cogn."
"4039","Diplopterygium pinnatum (Kunze) Nakai"
"4040","Anthoxanthum odoratum L. ssp. odoratum"
"4041","Fragaria spp."
"4042","Paspalum conjugatum P.J. Bergius"
"4043","Luzula hawaiiensis Buchenau"
"4044","Carex thunbergii Steud."
"4045","Lycopodiella cernua (L.) Pic. Serm."
"4046","Holcus sp."
"4047","Myrsine sp."
"4048","Diplazium sp."
"4049","Geranium cuneatum Hook."
"4050","Polypodium pellucidum Kaulf. var. vulcanicum Skottsb."
"4051","Dubautia ciliolata (DC.) D.D. Keck"
"4052","Coprosma spp."
"4053","Santalum paniculatum Hook. & Arn."
"4054","Cibotium sp."
"4055","Acacia koa A. Gray"
"4056","Melicope spp."
"4057","Urera glabra (Hook. & Arn.) Weddell"
"4058","Cyanea pilosa A. Gray ssp. longipedunculata (Rock) Lammers"
"4059","Hymenophyllum sp."
"4060","Lepisorus sp."
"4061","Asplenium spp."
"4062","Elaphoglossum sp."
"4063","Cyperus haspan L."
"4064","Fraxinus uhdei (Wenzig) Lingelsh."
"4065","Elaphoglossum pellucidum Gaudich."
"4066","Rhynchospora caduca Elliott"
"4067","Setaria palmifolia (J. Koenig) Stapf"
"4068","Erechtites valerianifolia (Link ex Spreng.) DC."
"4069","Perrottetia sandwicensis A. Gray"
"4070","Selaginella umbrosa Lem. ex Hieron."
"4071","Asplenium contiguum Kaulf."
"4072","Coprosma rhynchocarpa A. Gray"
"4073","Pennisetum clandestinum Hochst. ex Chiov."
"4074","Dryopteris spp."
"4075","Asplenium macraei Hook. & Grev."
"4076","Rhynchospora rugosa (Vahl) Gale"
"4077","Machaerina angustifolia (Gaudich.) T. Koyama"
"4078","Juncus planifolius R. Br."
"4079","Leucopoa kingii (S. Watson) W.A. Weber"
"4080","Arceuthobium americanum Nutt. ex Engelm."
"4081","Fragaria vesca L. ssp. bracteata (A. Heller) Staudt"
"4082","Ribes cereum Douglas"
"4083","Jamesia americana Torr. & A. Gray"
"4084","Acer glabrum Torr."
"4085","Cystopteris fragilis (L.) Bernh."
"4086","Maianthemum racemosum (L.) Link ssp. amplexicaule (Nutt.) LaFrankie"
"4087","Primula sp."
"4088","Pinus ponderosa Lawson & C. Lawson var. scopulorum Engelm."
"4089","Penstemon virens Pennell ex Rydb."
"4090","Sedum lanceolatum Torr."
"4091","Arabis ×divaricarpa A. Nelson (pro sp.)"
"4092","Arabis holboellii Hornem. var. retrofracta (Graham) Rydb."
"4093","Poa nemoralis L. ssp. interior (Rydb.) W.A. Weber"
"4094","Festuca saximontana Rydb."
"4095","Ribes inerme Rydb."
"4096","Arceuthobium cyanocarpum (A. Nelson ex Rydb.) A. Nelson"
"4097","Vaccinium myrtillus L."
"4098","Mahonia repens (Lindl.) G. Don"
"4099","Calypso bulbosa (L.) Oakes"
"4100","Koeleria sp."
"4101","Zigadenus venenosus S. Watson"
"4102","Erigeron formosissimus Greene"
"4103","Arceuthobium douglasii Engelm."
"4104","Bromus inermis Leyss. ssp. pumpellianus (Scribn.) Wagnon"
"4105","Clematis ligusticifolia Nutt."
"4106","Pyrola picta Sm."
"4107","Erigeron vetensis Rydb."
"4108","Heterotheca villosa (Pursh) Shinners"
"4109","Potentilla rupincola Osterh."
"4110","Gayophytum diffusum Torr. & A. Gray ssp. parviflorum F.H. Lewis & Szweykowski"
"4111","Polygonum douglasii Greene"
"4112","Ceanothus velutinus Douglas ex Hook."
"4113","Cryptantha virgata (Porter) Payson"
"4114","Aliciella pinnatifida (Nutt. ex A. Gray) J.M. Porter"
"4115","Arabis fendleri (S. Watson) Greene"
"4116","Tragopogon lamottei Rouy"
"4117","Machaeranthera bigelovii (A. Gray) Greene var. bigelovii"
"4118","Senecio integerrimus Nutt."
"4119","Bromus lanatipes (Shear) Rydb."
"4120","Cirsium clavatum (M.E. Jones) Petr."
"4121","Poa leptocoma/reflexa"
"4122","Salix amygdaloides Andersson"
"4123","Bromus ciliatus L."
"4124","Polypodium saximontanum Windham"
"4125","Astragalus tenellus Pursh"
"4126","Elymus albicans (Scribn. & J.G. Sm.) Á. Löve"
"4127","Antennaria microphylla Rydb."
"4128","Heterotheca villosa (Pursh) Shinners var. foliosa (Nutt.) V.L. Harms"
"4129","Silene scouleri Hook. ssp. hallii (S. Watson) C.L. Hitchc. & Maguire"
"4130","Allium cernuum Roth"
"4131","Astragalus laxmannii Jacq. var. robustior (Hook.) Barneby & S.L. Welsh"
"4132","Astragalus laxmannii Jacq."
"4133","Astragalus canadensis L."
"4134","Castilleja miniata Douglas ex Hook."
"4135","Gaillardia aristata Pursh"
"4136","Oxytropis multiceps Nutt."
"4137","Juniperus scopulorum Sarg."
"4138","Eriogonum umbellatum Torr. var. umbellatum"
"4139","Senecio rapifolius Nutt."
"4140","Artemisia campestris L. ssp. borealis (Pall.) H.M. Hall & Clem. var. scouleriana (Hook.) Cronquist"
"4141","Lesquerella sp."
"4142","Rhodiola rhodantha (A. Gray) H. Jacobsen"
"4143","Scutellaria brittonii Porter"
"4144","Rubus deliciosus Torr."
"4145","Chenopodium watsonii A. Nelson"
"4146","Chenopodium capitatum (L.) Asch."
"4147","Danthonia parryi Scribn."
"4148","Heuchera bracteata (Torr.) Ser."
"4149","Arabis hirsuta (L.) Scop. var. pycnocarpa (M. Hopkins) Rollins"
"4150","Antennaria parvifolia Nutt."
"4151","Penstemon spp."
"4152","Festuca arizonica Vasey"
"4153","Cirsium scariosum Nutt."
"4154","Leucopoa sp."
"4155","Achnatherum nelsonii (Scribn.) Barkworth"
"4156","Thlaspi arvense L."
"4157","Bromus porteri (J.M. Coult.) Nash"
"4158","Carex praegracilis W. Boott"
"4159","Potentilla arguta Pursh ssp. arguta"
"4160","Ceanothus fendleri A. Gray"
"4161","Senecio bigelovii A. Gray"
"4162","Geranium richardsonii Fisch. & Trautv."
"4163","Carex athrostachya Olney"
"4164","Oxytropis lambertii Pursh"
"4165","Argentina anserina (L.) Rydb."
"4166","Arceuthobium sp."
"4167","Castilleja sulphurea Rydb."
"4168","Potentilla pensylvanica L."
"4169","Arabis glabra (L.) Bernh."
"4170","Antennaria rosea Greene ssp. rosea"
"4171","Antennaria anaphaloides Rydb."
"4172","Delphinium barbeyi (Huth) Huth"
"4173","Geum macrophyllum Willd."
"4174","Carex praticola Rydb."
"4175","Senecio amplectens A. Gray"
"4176","Epilobium saximontanum Hausskn."
"4177","Rumex aquaticus L. var. fenestratus (Greene) Dorn"
"4178","Chenopodium fremontii S. Watson"
"4179","Dodecatheon pulchellum (Raf.) Merr."
"4180","Primula parryi A. Gray"
"4181","Poa annua L."
"4182","Iris missouriensis Nutt."
"4183","Senecio atratus Greene"
"4184","Polygonum perfoliatum L."
"4185","Uvularia perfoliata L."
"4186","Sanicula canadensis L. var. canadensis"
"4187","Viola pubescens Aiton var. pubescens"
"4188","Asparagus officinalis L."
"4189","Conopholis sp."
"4190","Paronychia canadensis (L.) Alph. Wood"
"4191","Carex laxiflora Lam."
"4192","Muhlenbergia tenuiflora (Willd.) Britton, Sterns & Poggenb."
"4193","Phytolacca americana L. var. americana"
"4194","Ellisia sp."
"4195","Rosa micrantha Borrer ex Sm."
"4196","Ulmus pumila L."
"4197","Trichophorum planifolium (Spreng.) Palla"
"4198","Polygonum spp."
"4199","Geranium columbinum L."
"4200","Monarda fistulosa L. ssp. fistulosa var. fistulosa"
"4201","Desmodium canadense (L.) DC."
"4202","Carex muehlenbergii Schkuhr ex Willd."
"4203","Monarda bradburiana Beck"
"4204","Leonurus cardiaca L. ssp. cardiaca"
"4205","Solanum capsicoides All."
"4206","Alternanthera caracasana Kunth"
"4207","Hypericum nudiflorum Michx. ex Willd."
"4208","Vinca sp."
